"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments";"latin_name_join"
"112";"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"126425";"7DE.";"7d";"27_7_D";"VIId)e)";"FIDES match but difference with area";"Sprattus sprattus"
"113";"North Sea and Eastern Arctic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"105923";"15X14";"All areas";"27_3_A,27_4,27_7_D";"";"FIDES match";"Squalus acanthias"
"114";"North Sea and Eastern Arctic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"126822";"4BC7D";"Union waters of 4b, 4c and 7d";"27_4_B,27_4_C,27_7_D";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match";"Trachurus trachurus"
"115";"North Sea and Eastern Arctic";"Tub gurnard";"Trigla lucerna";"ICES";NA;"GUU";"154453";"No TAC";"4";"27_4";"";"";"Trigla lucerna"
"116";"North Sea and Eastern Arctic";"Norway pout";"Trisopterus esmarki";"ICES";NA;"NOP";"400596";"2A3A4_Q1";"3a, 4";"27_3_A,27_4";"IIIa,   EU waters of IIa and IV, IIIa,  EC waters of IIa and IV";"FIDES match but difference with area";"Trisopterus esmarki"
"117";"North Sea and Eastern Arctic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"127427";"No TAC";"4, 7d";"27_4,27_7_D";"";"";"Zeus faber"
"118";"North-East Atlantic";"Queen scallop";"Aequipecten opercularis";"ICES";NA;"QSC";"140687";"No TAC";"7";"27_7";"";"";"Aequipecten opercularis"
"119";"North-East Atlantic";"Smoothhead";"Alepocephalus bairdii";"ICES";NA;"ALC";"126682";"No TAC";"6, 12";"27_6,27_12";"";"";"Alepocephalus bairdii"
"120";"North-East Atlantic";"Sand eel";"Ammodytidae";"ICES";NA;"SAN";"125516";"No TAC";"6a";"27_6_A";"??";"";"Ammodytidae"
"121";"North-East Atlantic";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"126281";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Anguilla anguilla"
"122";"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"127085";"56712-";"5, 6, 7, 12";"27_5,27_6,27_7,27_12";"";"FIDES match";"Aphanopus carbo"
"123";"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"127085";"8910-";"9, 10, 13";"27_9,27_10,27_13";"";"FIDES match but difference with area";"Aphanopus carbo"
"124";"North-East Atlantic";"Deep water catsharks";"Apristurus spp.";"ICES";NA;"CSN, CSQ, CSG, CSW, APD, APV, CSJ, CSZ, APQ, CSF, CSX, APM, APA, APX, APY, APW, APK, APZ, APP, CSV, APC, APJ, ASI, ASO, ASE, API";"108001000101, 108001000104, 108001000105, 108001000106, 108001000107, 108001000108, 108001000109, 108001000110, 108001000111, 108001000112, 108001000113, 108001000114, 108001000116, 108001000117, 108001000118, 108001000119, 108001000120, 108001000121, 108001000122, 108001000123, 108001000124, 108001000125, 108001000126, 108001000127, 108001000128";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_8,27_9,27_10";"";"";"Apristurus brunneus, Apristurus canutus, Apristurus gibbosus, Apristurus herklotsi, Apristurus indicus, Apristurus investigatoris, Apristurus japonicus, Apristurus kampae, Apristurus laurussonii, Apristurus longicephalus, Apristurus macrorhynchus, Apristurus macrostomus, Apristurus manis, Apristurus microps, Apristurus micropterygeus, Apristurus nasutus, Apristurus parvipinnis, Apristurus platyrhynchus, Apristurus profundorum, Apristurus riveri, Apristurus saldanha, Apristurus sibogae, Apristurus sinensis, Apristurus spongiceps, Apristurus stenseni, Apristurus, Apristurus spp"
"125";"North-East Atlantic";"Greater silver smelt";"Argentina silus";"ICES";NA;"ARU";"126715";"567.";"5, 6, 7";"27_5,27_6,27_7";"";"FIDES match";"Argentina silus"
"126";"North-East Atlantic";"Meagre";"Argyrosomus regius";"ICES";NA;"MGR";"127007";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Argyrosomus regius"
"127";"North-East Atlantic";"Red gurnard";"Aspitrigla cuculus";"ICES";NA;"GUR";"150662";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Aspitrigla cuculus"
"128";"North-East Atlantic";"Alfonsinos";"Beryx spp.";"ICES";NA;"BXD, BYS, ALF";"161002000301, 161002000302";"3X14-";"mars-14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_11,27_12,27_14";"";"FIDES match";"Beryx decadactylus, Beryx splendens, Beryx, Beryx spp"
"129";"North-East Atlantic";"Tusk";"Brosme brosme";"ICES";NA;"USK";"126447";"567EI.";"5, 6, 7";"27_5,27_6,27_7";"";"FIDES match";"Brosme brosme"
"130";"North-East Atlantic";"Edible crab";"Cancer pagurus";"ICES";NA;"CRE";"107276";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Cancer pagurus"
"131";"North-East Atlantic";"Boarfish";"Capros aper";"ICES";NA;"BOR";"127419";"678-";"6, 7, 8";"27_6,27_7,27_8";"EU and international waters of VI, VII and VIII";"FIDES match";"Capros aper"
"132";"North-East Atlantic";"Gulper shark";"Centrophorus spp.";"ICES";NA;"GVA, GUP, CEU, GVI, CPL, CEM, GUQ, CEE, CPU, CWO";"109005000101, 109005000102, 109005000103, 109005000104, 109005000105, 109005000106, 109005000107, 109005000108, 109005000109";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Centrophorus atromarginatus, Centrophorus granulosus, Centrophorus harrissoni, Centrophorus isodon, Centrophorus lusitanicus, Centrophorus moluccensis, Centrophorus squamosus, Centrophorus tessellatus, Centrophorus uyato, Centrophorus, Centrophorus spp"
"133";"North-East Atlantic";"Portuguese dogfish";"Centroscymnus coelolepis";"ICES";NA;"CYO";"105907";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";"Centroscymnus coelolepis"
"134";"North-East Atlantic";"Longnose velvet dogfish";"Centroscymnus crepidater";"ICES";NA;"CYP";"105908";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Centroscymnus crepidater"
"135";"North-East Atlantic";"Black dogfish";"Centroscyllium fabricii";"ICES";NA;"CFB";"105906";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Centroscyllium fabricii"
"136";"North-East Atlantic";"Frilled shark";"Chlamydoselachus anguineus";"ICES";NA;"HXC";"105831";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Chlamydoselachus anguineus"
"137";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"06ACL.";"5a";"27_5_A";"";"No FIDES match";"Clupea harengus"
"138";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"5B6ANB";"5b, 6b";"27_5_B,27_6_B";"";"FIDES match but difference with area";"Clupea harengus"
"139";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"07A/MM";"7aN";"27_7_A";"";"FIDES match but difference with area";"Clupea harengus"
"140";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"6AS7BC";"6a, 7bc";"27_6_A,27_7_B,27_7_C";"";"FIDES match but difference with area";"Clupea harengus"
"141";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"7G-K";"7aS, 7gh, 7jk";"27_7_A,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match but difference with area";"Clupea harengus"
"142";"North-East Atlantic";"Conger";"Conger conger";"ICES";NA;"COE";"126285";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"";"Conger conger"
"143";"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"158960";"No TAC";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"to be confirmed";"No target species";"Coryphaenoides rupestris"
"144";"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"158960";"No TAC";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"to be confirmed";"No target species";"Coryphaenoides rupestris"
"145";"North-East Atlantic";"Kitefin shark";"Dalatias licha";"ICES";NA;"SCK";"105910";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"Prohibited";"Dalatias licha"
"146";"North-East Atlantic";"Common stingray";"Dasyatis pastinaca";"ICES";NA;"SRX";"105851";"No TAC";"7, 8";"27_7,27_8";"SRX = all rays";"";"Dasyatis pastinaca"
"147";"North-East Atlantic";"Birdbeak dogfish";"Deania calcea";"ICES";NA;"DCA";"105903";"No TAC";"5, 6, 7, 9, 10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"Prohibited";"Deania calcea"
"148";"North-East Atlantic";"Sea bass";"Dicentrarchus labrax";"ICES";NA;"BSS";"126975";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Dicentrarchus labrax"
"149";"North-East Atlantic";"Wedge sole";"Dicologlossa cuneata";"ICES";NA;"CET";"127154";"No TAC";"8c, 9";"27_8_C,27_9";"";"";"Dicologlossa cuneata"
"150";"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturus intermedius";"ICES";NA;"RJB,DRJ";"105869, 711846";"No TAC";"6, 7a, 7e-k";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Prohibited";"Dipturus batis, Dipturus intermedius"
"151";"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturus intermedius";"ICES";NA;"RJB,DRJ";"105869, 711846";"No TAC";"8, 9a";"27_8_C,27_9_A";"";"Prohibited";"Dipturus batis, Dipturus intermedius"
"152";"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"126426";"08.";"8";"27_8";"";"FIDES match";"Engraulis encrasicolus"
"153";"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"126426";"sept-11";"9, 10";"27_9,27_10";"";"FIDES match";"Engraulis encrasicolus"
"154";"North-East Atlantic";"Great lanternshark";"Etmopterus princeps";"ICES";NA;"ETR";"105911";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";"Etmopterus princeps"
"155";"North-East Atlantic";"Velvet belly";"Etmopterus spinax";"ICES";NA;"ETX";"105913";"No TAC";"6, 7, 8, 10";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_10";"";"";"Etmopterus spinax"
"156";"North-East Atlantic";"Grey gurnard";"Eutrigla gurnardus";"ICES";NA;"GUG";"150637";"No TAC";"7e";"27_7_E";"";"";"Eutrigla gurnardus"
"157";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"05B-F.";"5b";"27_5_B";"Faroe zone: Vb)";"FIDES match";"Gadus morhua"
"158";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"5BE6A";"6a";"27_6_A";"Via,   EU and international waters of Vb east of 12W";"FIDES match (area <)";"Gadus morhua"
"159";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"5W6-14";"6b";"27_6_B";"Vib,   EU and international waters of Vb west of 12 W and of XII and XIV";"FIDES match (area <)";"Gadus morhua"
"160";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match";"Gadus morhua"
"161";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"7XAD34";"7b, 7c, 7e-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII b-c, e-k, VIII, IX and X, EC waters of CECAF 34.1.1";"FIDES match";"Gadus morhua"
"162";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"5W6-14";"5, 14";"27_5,27_14";"";"FIDES match (area <)";"Gadus morhua"
"163";"North-East Atlantic";"Tope shark";"Galeorhinus galeus";"ICES";NA;"GAG";"105820";"No TAC";"5-10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"";"Galeorhinus galeus"
"164";"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"105812";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"Galeus melastomus"
"165";"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"105812";"No TAC";"8, 9a";"27_8,27_9_A";"";"";"Galeus melastomus"
"166";"North-East Atlantic";"Mouse catshark";"Galeus murinus";"ICES";NA;"GAM";"105813";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Galeus murinus"
"167";"North-East Atlantic";"Witch ";"Glyptocephalus cynoglossus";"ICES";NA;"WIT";"127136";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"Glyptocephalus cynoglossus"
"168";"North-East Atlantic";"Bluntnose sixgill shark";"Hexanchus griseus";"ICES";NA;"SBL";"105833";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Hexanchus griseus"
"169";"North-East Atlantic";"Bluemouth rockfish";"Helicolenus dactylopterus";"ICES";NA;"BRF";"127251";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Helicolenus dactylopterus"
"170";"North-East Atlantic";"Atlantic halibut";"Hippoglossus hippoglossus";"ICES";NA;"HAL";"127138";"No TAC";"5, 14";"27_5,27_14";"";"";"Hippoglossus hippoglossus"
"171";"North-East Atlantic";"Lobster";"Homarus gammarus";"ICES";NA;"LBE";"107253";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Homarus gammarus"
"172";"North-East Atlantic";"Orange roughy";"Hoplostethus atlanticus";"ICES";NA;"ORY";"126402";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Hoplostethus atlanticus"
"173";"North-East Atlantic";"Silver scabbardfish";"Lepidopus caudatus";"ICES";NA;"SFS";"127088";"No TAC";"9a";"27_9_A";"NEAFC Stock - Deep Sea Fisheries";"";"Lepidopus caudatus"
"174";"North-East Atlantic";"Four-spot megrim";"Lepidorhombus boscii";"ICES";NA;"LDB";"127145";"No TAC";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";"";"Lepidorhombus boscii"
"175";"North-East Atlantic";"Four-spot megrim";"Lepidorhombus spp.";"ICES";NA;"MEG, LDB, LEZ";"183005000301, 183005000302";"8C3411";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";"Extra row for L. spp.";"Lepidorhombus whiffiagonis, Lepidorhombus boscii, Lepidorhombus, Lepidorhombus spp"
"176";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"127146";"No TAC";"6";"27_6";"VI,  EU and international waters of Vb";"";"Lepidorhombus whiffiagonis"
"177";"North-East Atlantic";"Megrim";"Lepidorhombus spp.";"ICES";NA;"MEG, LDB, LEZ";"183005000301, 183005000302";"56-14";"5b,6,12,14";"27_5_B, 27_6,27_12,27_14";"VI,  EU and international waters of Vb, XII and XIV";"Extra row for L. spp.";"Lepidorhombus whiffiagonis, Lepidorhombus boscii, Lepidorhombus, Lepidorhombus spp"
"178";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"127146";"No TAC";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"FIDES match but difference with area";"Lepidorhombus whiffiagonis"
"179";"North-East Atlantic";"Megrim";"Lepidorhombus spp.";"ICES";NA;"MEG, LDB, LEZ";"183005000301, 183005000302";"07.,8ABDE.";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"Extra row for L. spp.";"Lepidorhombus whiffiagonis, Lepidorhombus boscii, Lepidorhombus, Lepidorhombus spp"
"180";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"127146";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"FIDES match but difference with area";"Lepidorhombus whiffiagonis"
"181";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ";"127146";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"Extra row for L. spp.";"Lepidorhombus whiffiagonis"
"182";"North-East Atlantic";"Sandy ray";"Leucoraja circularis";"ICES";NA;"RJI";"105873";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K";"";"FIDES match";"Leucoraja circularis"
"183";"North-East Atlantic";"Shagreen ray";"Leucoraja fullonica";"ICES";NA;"RJF";"105874";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match";"Leucoraja fullonica"
"184";"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"105876";"67AKXD";"6, 7, 8ab";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"FIDES match";"Leucoraja naevus"
"185";"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"105876";"89-C.";"8c";"27_8_C";"";"FIDES match but difference with area";"Leucoraja naevus"
"186";"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"105876";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area";"Leucoraja naevus"
"187";"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"127139";"No TAC";"7a, 7f-h";"27_7_A,27_7_F,27_7_G,27_7_H";"";"";"Limanda limanda"
"188";"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"127139";"No TAC";"7e";"27_7_E";"";"";"Limanda limanda"
"189";"North-East Atlantic";"Common squid";"Loligo vulgaris";"ICES";NA;"SQR";"140271";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_C,27_8_D,27_8_E,27_9_A,27_9_ B,27_10,27_12,27_14";"";"";"Loligo vulgaris"
"190";"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"126554";"No TAC";"6";"27_6";"";"";"Lophius budegassa"
"191";"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"126554";"07.,8ABDE";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"FIDES match";"Lophius budegassa"
"192";"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"126554";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"FIDES match (area <)";"Lophius budegassa"
"193";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"6";"27_6";"";"";"Lophius piscatorius"
"194";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"5b, 12, 14";"27_5_B,27_12,27_14";"";"";"Lophius piscatorius"
"195";"North-East Atlantic";"Anglerfish";"Lophius spp.";"ICES";NA;"MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ";"195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae";"Lophius piscatorius, Lophius budegassa, Lophius americanus, Lophius vaillanti, Lophius vomerinus, Lophius gastrophysus, Lophius litulon, Lophius, Lophius spp"
"196";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"7, 8abd";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"FIDES match";"Lophius piscatorius"
"197";"North-East Atlantic";"Anglerfish";"Lophius spp.";"ICES";NA;"MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ";"195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108";"07.,8ABDE";"7, 8abde";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_E";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae";"Lophius piscatorius, Lophius budegassa, Lophius americanus, Lophius vaillanti, Lophius vomerinus, Lophius gastrophysus, Lophius litulon, Lophius, Lophius spp"
"198";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";"Lophius piscatorius"
"199";"North-East Atlantic";"Anglerfish";"Lophius spp.";"ICES";NA;"MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ";"195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae";"Lophius piscatorius, Lophius budegassa, Lophius americanus, Lophius vaillanti, Lophius vomerinus, Lophius gastrophysus, Lophius litulon, Lophius, Lophius spp"
"200";"North-East Atlantic";"Roughhead grenadier";"Macrourus berglax";"ICES";NA;"RHG";"126472";"514GRN";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"";"FIDES match";"Macrourus berglax"
"201";"North-East Atlantic";"Spider crab";"Maja brachydactyla";"ICES";NA;"JDV";"107347";"No TAC";"5, 6, 7";"27_5,27_6,27_7";"";"";"Maja brachydactyla"
"202";"North-East Atlantic";"Capelin";"Mallotus villosus";"ICES";NA;"CAP";"126735";"514GRN";"14";"27_14";"Greenland zone: V & XIV";"FIDES match but difference with area";"Mallotus villosus"
"203";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"5BC6A.";"5b, 6a";"27_5_B, 27_6_A";"Faroe zone: Vb)";"FIDES match";"Melanogrammus aeglefinus"
"204";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"6B1214";"6b, 12, 14";"27_6_B,27_12,27_14";"Ec and international waters of Vib),  XII and XIV";"FIDES match";"Melanogrammus aeglefinus"
"205";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match";"Melanogrammus aeglefinus"
"206";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"7X7A34";"7b-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VIIbcdefghjk, VII, IX, X, EC waters of CECAF 34.1.1";"FIDES match";"Melanogrammus aeglefinus"
"207";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"08.";"8, 9, 10 ";"27_8,27_9,27_10";"";"FIDES match but difference with area";"Merlangius merlangus"
"208";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";"Merlangius merlangus"
"209";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"07A.";"7a";"27_6_A";"";"FIDES match";"Merlangius merlangus"
"210";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"7X7A-C";"7b-k";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match";"Merlangius merlangus"
"211";"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"126484";"571214";"5b, 6, 7, 12, 14";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_12,27_14";"VIIIabde, Vb (1), Vi, VII, XII, XIV";"FIDES match";"Merluccius merluccius"
