"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments";"latin_name_join"
"212";"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"126484";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"FIDES match";"Merluccius merluccius"
"213";"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"126484";"8C3411";"8c, 9, 10";"27_8_C,27_9,27_10";"VIIIc), IX, X, COPACE 34.1.1 (1), internatina waters of XII and XIV";"FIDES match";"Merluccius merluccius"
"214";"North-East Atlantic";"Wedge sole";"Microchirus variegatus";"ICES";NA;"MKG";"274304";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Microchirus variegatus"
"215";"North-East Atlantic";"Blue whiting";"Micromesistius poutassou";"ICES";NA;"WHB";"126439";"1X14";"1-9, 12, 14";"27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14";"FIDES match";"FIDES match";"Micromesistius poutassou"
"216";"North-East Atlantic";"Lemon sole";"Microstomus kitt";"ICES";NA;"LEM";"127140";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Microstomus kitt"
"217";"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"126459";"5B67-";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"EU waters of Iia, IV, Vb, VI and VII";"FIDES match";"Molva dypterygia"
"218";"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"126459";"12INT-";"12";"27_12";"EU waters of Iia, IV, Vb, VI and VII";"FIDES match";"Molva dypterygia"
"219";"North-East Atlantic";"Spanish ling";"Molva macrophthalma";"ICES";NA;"SLI";"126460";"No TAC";"10";"27_10";"";"";"Molva macrophthalma"
"220";"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"126461";"05EI.";"5";"27_5";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"FIDES match";"Molva molva"
"221";"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"126461";"6X14.";"juin-14";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"FIDES match";"Molva molva"
"222";"North-East Atlantic";"Striped red mullet";"Mullus surmuletus";"ICES";NA;"MUR";"126986";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Mullus surmuletus"
"223";"North-East Atlantic";"Starry smooth-hound";"Mustelus asterias";"ICES";NA;"SDS";"105821";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"Mustelus asterias"
"224";"North-East Atlantic";"Smooth-hound";"Mustelus mustelus";"ICES";NA;"SMD";"105822";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"Mustelus mustelus"
"225";"North-East Atlantic";"Blackspotted smooth-hound";"Mustelus punctulatus";"ICES";NA;"MPT";"105823";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"Mustelus punctulatus"
"226";"North-East Atlantic";"Smooth-hound";"Mustelus spp.";"ICES";NA;"CTU, CTN, CTI, CTD, CTF, CTE, CTK, CTJ, MTL, MUU, MTZ, SDP, SMD, MTR, SDS, MTE, MTM, MUP, MPT, MUW, SDV";"108006000701, 108006000702, 108006000703, 108006000704, 108006000705, 108006000706, 108006000707, 108006000708, 108006000709, 108006000710, 108006000711, 108006000712, 108006000713, 108006000714, 108006000715, 108006000716, 108006000717, 108006000718, 108006000720, 108006000721";"No TAC";"5-10, 12, 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_10,27_12,27_14";"";"";"Mustelus antarcticus, Mustelus californicus, Mustelus canis, Mustelus dorsalis, Mustelus fasciatus, Mustelus griseus, Mustelus henlei, Mustelus higmani, Mustelus lenticulatus, Mustelus lunulatus, Mustelus manazo, Mustelus schmitti, Mustelus mustelus, Mustelus norrisi, Mustelus asterias, Mustelus mento, Mustelus mosis, Mustelus palumbes, Mustelus punctulatus, Mustelus whitneyi, Mustelus, Mustelus spp"
"227";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"5BC6.";"5b, 6";"27_5_B,27_6";"Vb) (1), VI";"FIDES match";"Nephrops norvegicus"
"228";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"07.";"7";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"VII";"FIDES match";"Nephrops norvegicus"
"229";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"VIIIabde";"FIDES match";"Nephrops norvegicus"
"230";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"08C.";"8c";"27_8_C";"ICES division VIIIc - Bay of Biscay - South";"FIDES match";"Nephrops norvegicus"
"231";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"sept-11";"9";"27_9";"Functional Units 26 and 27 of ICES division IXa";"FIDES match but difference with area";"Nephrops norvegicus"
"232";"North-East Atlantic";"Common octopus";"Octopus vulgaris";"ICES";NA;"OCC";"140605";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_C,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"";"";"Octopus vulgaris"
"233";"North-East Atlantic";"Sailfin roughshark";"Oxynotus paradoxus";"ICES";NA;"OXN";"105915";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Oxynotus paradoxus"
"234";"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"127059";"678-";"6, 7, 8";"27_6,27_7,27_8";"";"FIDES match (no entries in TAC reg 2021)";"Pagellus bogaraveo"
"235";"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"127059";"09-";"9";"27_9";"";"FIDES match (no entries in TAC reg 2021)";"Pagellus bogaraveo"
"236";"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"127059";"10-";"10";"27_10";"";"FIDES match (no entries in TAC reg 2021)";"Pagellus bogaraveo"
"237";"North-East Atlantic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"107649";"514GRN";"5, 14";"27_5,27_14";"";"FIDES match";"Pandalus borealis"
"238";"North-East Atlantic";"Pandalid shrimps";"Pandalus spp.";"ICES";NA;"PYX, PWY, PRA, PJK, AES, DUD, DUJ, DUK, DLN, DLS, PAN";"228004000201, 228004000202, 228004000203, 228004000204, 228004000205, 228004000206, 228004000207, 228004000208, 228004000209, 228004000210";"No TAC";"5, 14";"27_5,27_14";"";"";"Pandalus hypsinotus, Pandalus platyceros, Pandalus borealis, Pandalus jordani, Pandalus montagui, Pandalus danae, Pandalus goniurus, Pandalus kessleri, Pandalus nipponensis, Pandalus amplus, Pandalus, Pandalus spp"
"239";"North-East Atlantic";"Deepwater rose shrimp";"Parapenaeus longirostris";"ICES";NA;"DPS";"107109";"No TAC";"9a";"27_9_A";"";"";"Parapenaeus longirostris"
"240";"North-East Atlantic";"Scallop";"Pecten maximus";"ICES";NA;"SCE";"140712";"No TAC";"6, 7";"27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"Pecten maximus"
"241";"North-East Atlantic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"126501";"567-,89-,1012-";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Should we add areas 1 II-III and IV? There also other TAC codes looking redundant";"FIDES match";"Phycis blennoides"
"242";"North-East Atlantic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"126502";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Phycis phycis"
"243";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";"Pleuronectes platessa"
"244";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match";"Pleuronectes platessa"
"245";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7BC.";"7bc";"27_7_B,27_7_C";"VIIbc ";"FIDES match";"Pleuronectes platessa"
"246";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7DE.";"7e";"27_7_E";"VIIde";"FIDES match but difference with area";"Pleuronectes platessa"
"247";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7FG.";"7fg";"27_7_F,27_7_G";"VIIfg";"FIDES match";"Pleuronectes platessa"
"248";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7HJK.";"7h-k";"27_7_H,27_7_J,27_7_K";"VIIhjk";"FIDES match";"Pleuronectes platessa"
"249";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"ao�t-11";"8, 9, 10";"27_8,27_9,27_10";"VIII, IX, X, COPACE 34.1.1 (1)";"FIDES match";"Pleuronectes platessa"
"250";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";"Pollachius pollachius"
"251";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"07.";"7";"27_7";"";"FIDES match";"Pollachius pollachius"
"252";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"FIDES match";"Pollachius pollachius"
"253";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"08C.";"8c";"27_8_C";"";"FIDES match";"Pollachius pollachius"
"254";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"sept-11";"9, 10";"27_9,27_10";"";"FIDES match";"Pollachius pollachius"
"255";"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"126441";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";"Pollachius virens"
"256";"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"126441";"juil-11";"7, 8, 9, 10";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII, VIII, IX, X, COPACE 34.1.1(1)";"FIDES match";"Pollachius virens"
"257";"North-East Atlantic";"Wreckfish";"Polyprion americanus";"ICES";NA;"WRF";"126998";"No TAC";"10";"27_10";"";"";"Polyprion americanus"
"258";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"67AKXD";"4a, 6";"27_4_A,27_6";"";"FIDES match but difference with area";"Raja brachyura"
"259";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"67AKXD";"7a,7fg";"27_7_A,27_7_F,27_7_G";"";"FIDES match but difference with area";"Raja brachyura"
"260";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"67AKXD";"7e";"27_7_E";"";"FIDES match but difference with area";"Raja brachyura"
"261";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area";"Raja brachyura"
"262";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"67AKXD";"6";"27_6";"";"FIDES match but difference with area";"Raja clavata"
"263";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"67AKXD";"7a, 7fg";"27_7_A,27_7_F,27_7_G";"";"FIDES match but difference with area";"Raja clavata"
"264";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"67AKXD";"7e";"27_7_E";"";"FIDES match but difference with area";"Raja clavata"
"265";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"89-C.";"8";"27_8";"";"FIDES match but difference with area";"Raja clavata"
"266";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area";"Raja clavata"
"267";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"No TAC";"10, 12";"27_10,27_12";"";"";"Raja clavata"
"268";"North-East Atlantic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"105711";"67AKXD";"6a, 6b, 7a-c, 7e-k";"27_6_A,27_6_B,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Extra row and FIDES code stands for rays not elsewhere reported";"Rajidae"
"269";"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"105885";"07D.";"7e";"27_7_E";"";"FIDES match but difference with area";"Raja microocellata"
"270";"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"105885";"7FG.";"7fg";"27_7_F,27_7_G";"";"FIDES match";"Raja microocellata"
"271";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"67AKXD";"6, 7b, 7j";"27_6,27_7_B,27_7_J";"";"FIDES match but difference with area";"Raja montagui"
"272";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"67AKXD";"7a, 7e-h";"27_7_A,,27_7_E,27_7_F,27_7_G,27_7_H";"";"FIDES match but difference with area";"Raja montagui"
"273";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"No TAC";"8";"27_8";"";"";"Raja montagui"
"274";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"No TAC";"9a";"27_9_A";"";"";"Raja montagui"
"275";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"No TAC";"7b, 7j";"27_7_B,27_7_J";"";"";"Raja undulata"
"276";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"07DE.";"7e";"27_7_E";"";"FIDES match";"Raja undulata"
"277";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"8-C.";"8ab";"27_8_A,27_8_B";"";"FIDES match";"Raja undulata"
"278";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"8-C.";"8c";"27_8_C";"";"FIDES match";"Raja undulata"
"279";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"9-C.";"9a";"27_9_A";"";"FIDES match";"Raja undulata"
"280";"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"127144";"5-14GL";"5a, 14";"27_5_A,27_14";"Greenland zone: V & XIV";"FIDES match";"Reinhardtius hippoglossoides"
"281";"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"127144";"2A-C46";"5b, 6";"27_5_B,27_6";"EU waters of IIa and VI. In VI";"FIDES match but difference with area";"Reinhardtius hippoglossoides"
"282";"North-East Atlantic";"White skate";"Raja alba";"ICES";NA;"RJA";"217404";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Raja alba"
"283";"North-East Atlantic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"105711";"89-C.";"8, 9c";"28_7_8,27_9_C";"";"Extra row and FIDES code stands for rays not elsewhere reported";"Rajidae"
"284";"North-East Atlantic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"127186";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Salmo salar"
"285";"North-East Atlantic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"127187";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Salmo trutta"
"286";"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"126421";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";"";"Sardina pilchardus"
"287";"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"126421";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";"Sardina pilchardus"
"288";"North-East Atlantic";"Spanish mackerel";"Scomber colias";"ICES";NA;"VMA";"151174";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"";"";"Scomber colias"
"289";"North-East Atlantic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"127023";"2CX14-,8C3411";"5, 6, 7, 8, 9";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"VI, VII, VIIIabde, EC waters of Vb,  international waters of Iia, XII and XIV";"FIDES match but difference with area";"Scomber scombrus"
"290";"North-East Atlantic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"127149";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Scophthalmus maximus"
"291";"North-East Atlantic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"127150";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Scophthalmus rhombus"
"292";"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"105814";"No TAC";"6, 7a-c, 7e-j";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J";"";"";"Scyliorhinus canicula"
"293";"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"105814";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";"";"Scyliorhinus canicula"
"294";"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"105814";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";"Scyliorhinus canicula"
"295";"North-East Atlantic";"Greater spotted dogfish";"Scyliorhinus stellaris";"ICES";NA;"SYT";"105815";"No TAC";"6, 7";"27_6,27_7";"";"";"Scyliorhinus stellaris"
"296";"North-East Atlantic";"Knifetooth dogfish";"Scymnodon ringens";"ICES";NA;"SYR";"105918";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"Scymnodon ringens"
"297";"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"127254";"No TAC";"5, 12, 14 (shallow pelagic)";"27_5,27_12,27_14";"";"";"Sebastes mentella"
"298";"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"127254";"No TAC";"5, 12, 14 (deep pelagic)";"27_5,27_12,27_14";"";"";"Sebastes mentella"
"299";"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"127254";"No TAC";"5, 14 (demersal) ";"27_5,27_12,27_14";"";"";"Sebastes mentella"
"300";"North-East Atlantic";"Golden Redfish";"Sebastes norvegicus";"ICES";NA;"REG";"151324";"No TAC";"5, 14";"27_5,27_14";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"Sebastes norvegicus"
"301";"North-East Atlantic";"Cuttlefish";"Sepia officinalis";"ICES";NA;"CTC";"141444";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Sepia officinalis"
"302";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";"Solea solea"
"303";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"07A.";"7a";"27_7_A";"";"FIDES match";"Solea solea"
"304";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7BC.";"7bc";"27_7_B,27_7_C";"";"FIDES match";"Solea solea"
"305";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7E.";"7e";"27_7_E";"";"FIDES match";"Solea solea"
"306";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7FG.";"7fg";"27_7_F,27_7_G";"";"FIDES match";"Solea solea"
"307";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7HJK.";"7hjk";"27_7_H,27_7_J,27_7_K";"";"FIDES match";"Solea solea"
"308";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"8AB.";"8ab";"27_8_A,27_8_B";"";"FIDES match";"Solea solea"
"309";"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"No TAC";"8cde, 9, 10";"27_8_C,27_8_D,27_8_E,27_9,27_10";"";"";"Solea solea"
"310";"North-East Atlantic";"Greenland skark";"Somniosus microcephalus";"ICES";NA;"GSK";"105919";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Somniosus microcephalus"
"311";"North-East Atlantic";"Porgies, seabreams nei";"Sparidae";"ICES";NA;"SBX";"125564";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Sparidae"
"312";"North-East Atlantic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"105923";"15X14";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"FIDES match";"Squalus acanthias"
"313";"North-East Atlantic";"Mediterranean horse mackerel";"Trachurus mediterraneus";"ICES";NA;"HMM";"126820";"No TAC";"8, 9";"27_8,27_9";"";"";"Trachurus mediterraneus"
"314";"North-East Atlantic";"Blue jack mackerel";"Trachurus picturatus";"ICES";NA;"JAA";"126821";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"TAC = Jack + horse mackerel nei?";"";"Trachurus picturatus"
"315";"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"126822";"2A-14";"4a, 5b, 6a, 7a-c, 7e-k, 8";"27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match but difference with area";"Trachurus trachurus"
"316";"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"126822";"09.";"9a";"27_9_A";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match but difference with area";"Trachurus trachurus"
"317";"North-East Atlantic";"Pouting";"Trisopterus spp.";"ICES";NA;"NOP, POD, BIB, XOD";"148004003201, 148004003202, 148004003203";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Trisopterus esmarkii, Trisopterus minutus, Trisopterus luscus, Trisopterus, Trisopterus spp"
"318";"North-East Atlantic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"127427";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Zeus faber"
"319";"Mediterranean and Black Sea";"Pontic shad";"Alosa immaculata";"GFCM";NA;"SHC";"272251";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"Alosa immaculata"
"320";"Mediterranean and Black Sea";"European Eel";"Anguilla anguilla";"GFCM";NA;"ELE";"126281";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Anguilla anguilla"
"321";"Mediterranean and Black Sea";"Transparent gobid";"Aphia minuta";"GFCM";NA;"FIM";"126868";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";"";"Aphia minuta"
"322";"Mediterranean and Black Sea";"Giant red shrimp";"Aristaeomorpha foliacea";"GFCM";NA;"ARS";"158326";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";"";"Aristaeomorpha foliacea"
"323";"Mediterranean and Black Sea";"Red shrimp";"Aristeus antennatus";"GFCM";NA;"ARA";"107083";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";"";"Aristeus antennatus"
