"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"fides_area";"area";"area_bis";"tac_area_description";"comments";"X";"X.1";"area_rdb"
"78";"North Sea and Eastern Arctic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"03A-,24-";"3a, 4";"27_3_A,27_4";"EU and international waters of II and IV";"FIDES match but difference with area";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"79";"North Sea and Eastern Arctic";"Ling";"Molva molva";"ICES";NA;"LIN";"03A-C.,04-C.,04-N.";"3a, 4";"27_3_A,27_4";"EU waters of IV";"FIDES match";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"80";"North Sea and Eastern Arctic";"Red mullet";"Mullus barbatus";"ICES";NA;"MUT";"No TAC";"4, 7d";"27_4,27_7_D";"";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"81";"North Sea and Eastern Arctic";"Striped red mullet";"Mullus surmuletus";"ICES";NA;"MUR";"No TAC";"4, 7d";"27_4,27_7_D";"";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"82";"North Sea and Eastern Arctic";"Smooth-hound";"Mustelus spp.";"ICES";NA;"SKH";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"83";"North Sea and Eastern Arctic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"03A.,04-N.,2AC4-C";"3a, 4 and 2a Union waters";"27_2_A,27_3_A,27_4";"IIIa) and EU waters of IIIbcd";"FIDES match";NA;NA;"27.2.a,27.2.a.2,27.2.a.127.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"84";"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"03A.,2AC4-C";"3a, 4 and 2a Union waters";"27_3_A,27_4,27_2_A";"IIIa)";"FIDES match";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.2.a,27.2.a.2,27.2.a.1"
"85";"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"4N-S62";"4 Norwegian waters south of 62N";"27_4";"EC waters of IIa) and IV";"FIDES match";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"86";"North Sea and Eastern Arctic";"Common scallop";"Pecten maximus";"ICES";NA;"SCE";"No TAC";"4, 7d";"27_4,27_7_D";"";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"87";"North Sea and Eastern Arctic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"No TAC";"4";"27_4";"EU and international waters of I-II,  III and IV";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"88";"North Sea and Eastern Arctic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"No TAC";"4";"27_4";"";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"89";"North Sea and Eastern Arctic";"Flounder";"Platichthys flesus";"ICES";NA;"FLE";"No TAC";"4";"27_4";"EC waters of IIa) and IV";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"90";"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"03AN.";"3aN";"27_3_A_20";"Skagerrak (Division IIIa), Kattegat (Division IIIa)";"FIDES match";NA;NA;"27.3.a.20"
"91";"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"03AS.";"3aS";"27_3_A_21";"";"FIDES match";NA;NA;"27.3.a.21"
"92";"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"2A3AX4,7DE.";"4, 7d";"27_4,27_7_D";"IV,  EC waters of Iia,   that part of IIIa not covered by the Skagerrak and the Kattegat";"FIDES match but difference with area";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"93";"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"2C3A4";"3a, 4";"27_3_A,27_4";"EU waters of IV and in IIIa";"FIDES match but difference with area";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"94";"North Sea and Eastern Arctic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"95";"North Sea and Eastern Arctic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"07D.,2AC4-C";"4a, 4c, 7d";"27_4_A,27_4_C,27_7_D";"";"FIDES match";NA;NA;"27.4.a,27.4.a.w,27.4.a.e27.4.c,27.7.d"
"96";"North Sea and Eastern Arctic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"07D.,2AC4-C,03A-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match but difference with area";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"97";"North Sea and Eastern Arctic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"07D.";"7d";"27_7_D";"";"FIDES match";NA;NA;"27.7.d"
"98";"North Sea and Eastern Arctic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"07D.,03A-C.,2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match but difference with area";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"99";"North Sea and Eastern Arctic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"07DE.";"7d";"27_7_D";"";"FIDES match";NA;NA;"27.7.d"
"100";"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"03A-C";"3a";"27_3_A";"to be coded as all other rays in the script";"FIDES code for area 3a-c";NA;NA;"27.3.a,27.3.a.20,27.3.a.21"
"101";"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"2AC4-C";"2a, 4";"27_2_A,27_4";"to be coded as all other rays in the script";"Extra row and FIDES code stands for rays not elsewhere reported";NA;NA;"27.2.a,27.2.a.2,27.2.a.127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"102";"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"07D.";"7d";"27_7_D";"to be coded as all other rays in the script";"Extra row and FIDES code stands for rays not elsewhere reported";NA;NA;"27.7.d"
"103";"North Sea and Eastern Arctic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"2A-C46";"4";"27_4";"EU waters of IIa and IV,   EU and international waters of Vb and VI";"FIDES match but difference with area";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"104";"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"105";"North Sea and Eastern Arctic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"106";"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"2A34.";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"IVa) (1), IVb) (1),IVc) (1)";"FIDES match but difference with area";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"107";"North Sea and Eastern Arctic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"FIDES match but difference with area";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"108";"North Sea and Eastern Arctic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"109";"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"3ABC24,24-C.";"Union waters of 2a, 3a and 4";"27_2_A,27_3_A,27_4";"";"FIDES match";NA;NA;"27.2.a,27.2.a.2,27.2.a.127.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"110";"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"07D.";"7d";"27_7_D";"";"FIDES match";NA;NA;"27.7.d"
"111";"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"03A.,2AC4-C";"Union waters of 2a, 3a and 4";"27_2_A,27_3_A,27_4";"IIIa)";"FIDES match";NA;NA;"27.2.a,27.2.a.2,27.2.a.127.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"112";"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"7DE.";"7d";"27_7_D";"VIId)e)";"FIDES match but difference with area";NA;NA;"27.7.d"
"113";"North Sea and Eastern Arctic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"15X14";"All areas";"27_3_A,27_4,27_7_D";"";"FIDES match";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"114";"North Sea and Eastern Arctic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"4BC7D";"Union waters of 4b, 4c and 7d";"27_4_B,27_4_C,27_7_D";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match";NA;NA;"27.4.b,27.4.b.e,27.4.b.w27.4.c,27.7.d"
"115";"North Sea and Eastern Arctic";"Tub gurnard";"Trigla lucerna";"ICES";NA;"GUU";"No TAC";"4";"27_4";"";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"116";"North Sea and Eastern Arctic";"Norway pout";"Trisopterus esmarki";"ICES";NA;"NOP";"2A3A4_Q1";"3a, 4";"27_3_A,27_4";"IIIa,   EU waters of IIa and IV, IIIa,  EC waters of IIa and IV";"FIDES match but difference with area";NA;NA;"27.3.a,27.3.a.20,27.3.a.2127.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w"
"117";"North Sea and Eastern Arctic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"No TAC";"4, 7d";"27_4,27_7_D";"";"";NA;NA;"27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.7.d"
"118";"North-East Atlantic";"Queen scallop";"Aequipecten opercularis";"ICES";NA;"QSC";"No TAC";"7";"27_7";"";"";NA;NA;"27.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2"
"119";"North-East Atlantic";"Smoothhead";"Alepocephalus bairdii";"ICES";NA;"ALC";"No TAC";"6, 12";"27_6,27_12";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4"
"120";"North-East Atlantic";"Sand eel";"Ammodytidae";"ICES";NA;"SAN";"No TAC";"6a";"27_6_A";"??";"";NA;NA;"27.6.a,27.6.a.n,27.6.a.s"
"121";"North-East Atlantic";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"122";"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"56712-";"5, 6, 7, 12";"27_5,27_6,27_7,27_12";"";"FIDES match";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4"
"123";"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"8910-";"9, 10, 13";"27_9,27_10,27_13";"";"FIDES match but difference with area";NA;NA;"27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227_13"
"124";"North-East Atlantic";"Deep water catsharks";"Apristurus spp.";"ICES";NA;"API";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"125";"North-East Atlantic";"Greater silver smelt";"Argentina silus";"ICES";NA;"ARU";"567.";"5, 6, 7";"27_5,27_6,27_7";"";"FIDES match";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2"
"126";"North-East Atlantic";"Meagre";"Argyrosomus regius";"ICES";NA;"MGR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"127";"North-East Atlantic";"Red gurnard";"Aspitrigla cuculus";"ICES";NA;"GUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"128";"North-East Atlantic";"Alfonsinos";"Beryx spp";"ICES";NA;"ALF";"3X14-";"mars-14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_11,27_12,27_14";"";"FIDES match";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227_11,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"129";"North-East Atlantic";"Tusk";"Brosme brosme";"ICES";NA;"USK";"567EI.";"5, 6, 7";"27_5,27_6,27_7";"";"FIDES match";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2"
"130";"North-East Atlantic";"Edible crab";"Cancer pagurus";"ICES";NA;"CRE";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"131";"North-East Atlantic";"Boarfish";"Capros aper";"ICES";NA;"BOR";"678-";"6, 7, 8";"27_6,27_7,27_8";"EU and international waters of VI, VII and VIII";"FIDES match";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2"
"132";"North-East Atlantic";"Gulper shark";"Centrophorus spp.";"ICES";NA;"CWO";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"133";"North-East Atlantic";"Portuguese dogfish";"Centroscymnus coelolepis";"ICES";NA;"CYO";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"134";"North-East Atlantic";"Longnose velvet dogfish";"Centroscymnus crepidater";"ICES";NA;"CYP";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"135";"North-East Atlantic";"Black dogfish";"Centroscyllium fabricii";"ICES";NA;"CFB";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
