"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"fides_area";"area";"area_bis";"tac_area_description";"comments";"X";"X.1";"area_rdb"
"184";"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"67AKXD";"6, 7, 8ab";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"FIDES match";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b"
"185";"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"89-C.";"8c";"27_8_C";"";"FIDES match but difference with area";NA;NA;"27.8.c"
"186";"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area";NA;NA;"27.9.a"
"187";"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"No TAC";"7a, 7f-h";"27_7_A,27_7_F,27_7_G,27_7_H";"";"";NA;NA;"27.7.a,27.7.f,27.7.g,27.7.h"
"188";"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"No TAC";"7e";"27_7_E";"";"";NA;NA;"27.7.e"
"189";"North-East Atlantic";"Common squid";"Loligo vulgaris";"ICES";NA;"SQR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_C,27_8_D,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.227.8.e,27.8.e.1,27.8.e.227.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"190";"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"No TAC";"6";"27_6";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2"
"191";"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"07.,8ABDE";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"FIDES match";NA;NA;"27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2"
"192";"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"FIDES match (area <)";NA;NA;"27.8.c,27.9.a"
"193";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"No TAC";"6";"27_6";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2"
"194";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"No TAC";"5b, 12, 14";"27_5_B,27_12,27_14";"";"";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"195";"North-East Atlantic";"Anglerfish";"Lophius spp.";"ICES";NA;"ANF,MNZ";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"196";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"No TAC";"7, 8abd";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"FIDES match";NA;NA;"27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2"
"197";"North-East Atlantic";"Anglerfish";"Lophius spp.";"ICES";NA;"ANF,MNZ";"07.,8ABDE";"7, 8abde";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_E";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae";NA;NA;"27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.227.8.e,27.8.e.1,27.8.e.2"
"198";"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";NA;NA;"27.8.c,27.9.a"
"199";"North-East Atlantic";"Anglerfish";"Lophius spp.";"ICES";NA;"ANF,MNZ";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae";NA;NA;"27.8.c,27.9.a"
"200";"North-East Atlantic";"Roughhead grenadier";"Macrourus berglax";"ICES";NA;"RHG";"514GRN";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"";"FIDES match";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"201";"North-East Atlantic";"Spider crab";"Maja brachydactyla";"ICES";NA;"JDV";"No TAC";"5, 6, 7";"27_5,27_6,27_7";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2"
"202";"North-East Atlantic";"Capelin";"Mallotus villosus";"ICES";NA;"CAP";"514GRN";"14";"27_14";"Greenland zone: V & XIV";"FIDES match but difference with area";NA;NA;"27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"203";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"5BC6A.";"5b, 6a";"27_5_B,27_6_A";"Faroe zone: Vb)";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6.a,27.6.a.n,27.6.a.s"
"204";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"6B1214";"6b, 12, 14";"27_6_B,27_12,27_14";"Ec and international waters of Vib),  XII and XIV";"FIDES match";NA;NA;"27.6.b,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"205";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match";NA;NA;"27.7.a"
"206";"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"7X7A34";"7b-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VIIbcdefghjk, VII, IX, X, EC waters of CECAF 34.1.1";"FIDES match";NA;NA;"27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"207";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"08.";"8, 9, 10 ";"27_8,27_9,27_10";"";"FIDES match but difference with area";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"208";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"209";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"07A.";"7a";"27_6_A";"";"FIDES match";NA;NA;"27.6.a,27.6.a.n,27.6.a.s"
"210";"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"7X7A-C";"7b-k";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match";NA;NA;"27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"211";"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"571214";"5b, 6, 7, 12, 14";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_12,27_14";"VIIIabde, Vb (1), Vi, VII, XII, XIV";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"212";"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"FIDES match";NA;NA;"27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.227.8.e,27.8.e.1,27.8.e.2"
"213";"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"8C3411";"8c, 9, 10";"27_8_C,27_9,27_10";"VIIIc), IX, X, COPACE 34.1.1 (1), internatina waters of XII and XIV";"FIDES match";NA;NA;"27.8.c,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"214";"North-East Atlantic";"Wedge sole";"Microchirus variegatus";"ICES";NA;"MKG";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"215";"North-East Atlantic";"Blue whiting";"Micromesistius poutassou";"ICES";NA;"WHB";"1X14";"1-9, 12, 14";"27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14";"FIDES match";"FIDES match";NA;NA;"27.1,27.1.a,27.1.b27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.127.3,27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32,27.3.a.20,27.3.a.21,27.3.a,27.3.b,27.3.c,27.3.d,27.3.d.28.1,27.3.d.28.227.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"216";"North-East Atlantic";"Lemon sole";"Microstomus kitt";"ICES";NA;"LEM";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"217";"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"5B67-";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"EU waters of Iia, IV, Vb, VI and VII";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"218";"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"12INT-";"12";"27_12";"EU waters of Iia, IV, Vb, VI and VII";"FIDES match";NA;NA;"27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4"
"219";"North-East Atlantic";"Spanish ling";"Molva macrophthalma";"ICES";NA;"SLI";"No TAC";"10";"27_10";"";"";NA;NA;"27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"220";"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"05EI.";"5";"27_5";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"FIDES match";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b"
"221";"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"6X14.";"juin-14";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"FIDES match";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"222";"North-East Atlantic";"Striped red mullet";"Mullus surmuletus";"ICES";NA;"MUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"223";"North-East Atlantic";"Starry smooth-hound";"Mustelus asterias";"ICES";NA;"SDS";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2"
"224";"North-East Atlantic";"Smooth-hound";"Mustelus mustelus";"ICES";NA;"SMD";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2"
"225";"North-East Atlantic";"Blackspotted smooth-hound";"Mustelus punctulatus";"ICES";NA;"MPT";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2"
"226";"North-East Atlantic";"Smooth-hound";"Mustelus spp.";"ICES";NA;"SKH";"No TAC";"5-10, 12, 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.7.k,27.7.k.1,27.7.k.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"227";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"5BC6.";"5b, 6";"27_5_B,27_6";"Vb) (1), VI";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2"
"228";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"07.";"7";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"VII";"FIDES match";NA;NA;"27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"229";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"VIIIabde";"FIDES match";NA;NA;"27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.227.8.e,27.8.e.1,27.8.e.2"
"230";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"08C.";"8c";"27_8_C";"ICES division VIIIc - Bay of Biscay - South";"FIDES match";NA;NA;"27.8.c"
"231";"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"sept-11";"9";"27_9";"Functional Units 26 and 27 of ICES division IXa";"FIDES match but difference with area";NA;NA;"27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2"
"232";"North-East Atlantic";"Common octopus";"Octopus vulgaris";"ICES";NA;"OCC";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_C,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.227.8.c,27.8.e,27.8.e.1,27.8.e.227.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
