"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"fides_area";"area";"area_bis";"tac_area_description";"comments";;
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"IATTC";;"OCS";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Black marlin";"Istiompax indica";"IATTC";;"BLM";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Mako sharks";"Isurus spp";"IATTC";;"MAK";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"IATTC";;"SKJ";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Porbeagle";"Lamna nasus";"IATTC";;"POR";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"IATTC";;"BUM";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Whale shark";"Rhincodon typus";"IATTC";;"RHN";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Scalopped hammerhead shark";"Sphyrna lewini";"IATTC";;"SPL";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"IATTC";;"SPK";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"IATTC";;"SPZ";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Striped marlin";"Tetrapturus audax";"IATTC";;"MLS";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Albacore tuna";"Thunnus alalunga";"IATTC";;"ALB";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Yellowfin tuna";"Thunnus albacares";"IATTC";;"YFT";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Bigeye tuna";"Thunnus obesus";"IATTC";;"BET";"IATTC";"All areas";"77, 87";;"FIDES match";;
"Other regions";"Pacific bluefin tuna";"Thunnus orientalis";"IATTC";;"PBF";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Swordfish";"Xiphias gladius";"IATTC";;"SWO";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"IATTC";;"RMV";"No TAC";"All areas";"77, 87";;;;
"Other regions";"Acoupa weakfish";"Cynoscion acoupa";"WECAFC";;"YNA";"No TAC";"Northern Brazil shelf";31;;;;
"Other regions";"Red hind";"Epinephelus guttatus";"WECAFC";;"EEU";"No TAC";"All areas";31;;;;
"Other regions";"Southern brown shrimp";"Farfantepenaeus subtilis";"WECAFC";;"PNU";"No TAC";"Northern Brazil shelf";31;;;;
"Other regions";"Flying fish";"Hirundichthys affinis";"WECAFC";;"FFV";"No TAC";"All areas";31;;;;
"Other regions";"Queen conch";"Lobatus gigas";"WECAFC";;"COO";"No TAC";"All areas";31;;;;
"Other regions";"Blackfin snapper";"Lutjanus buccanella";"WECAFC";;"LJU";"No TAC";"All areas";31;;;;
"Other regions";"Red snapper";"Lutjanus campechanus";"WECAFC";;"SNR";"No TAC";"All areas";31;;;;
"Other regions";"Southern red snapper";"Lutjanus purpureus";"WECAFC";;"SNC";"No TAC";"Northern Brazil shelf";31;;;;
"Other regions";"Silk snapper";"Lutjanus vivanus";"WECAFC";;"LTJ";"No TAC";"All areas";31;;;;
"Other regions";"Caribbean spiny lobster";"Panulirus argus";"WECAFC";;"SLC,SNA";"No TAC";"All areas";31;;;;
"Other regions";"Alfonsinos";"Beryx spp";"SEAFO";;"ALF";"SEAFO";"All areas";47;;"FIDES match";;
"Other regions";"Red/Golden crabs";"Chaceon spp";"SEAFO";;"GER";"No TAC";"All areas";47;;;;
"Other regions";"Patagonian toothfish";"Dissostichus eleginoides";"SEAFO";;"TOP";"F47-D,F47D";"All areas";47;;"FIDES match";;
"Other regions";"Blackbelly rosefishes";"Helicolenus spp";"SEAFO";;"ROK";"No TAC";"All areas";47;;;;
"Other regions";"Orange roughy";"Hoplostethus atlanticus";"SEAFO";;"ORY";"F47NAM";"All areas";47;;"FIDES match";;
"Other regions";"Pelagic armourhead/ Southern boarfish";"Pseudopentaceros richardsoni";"SEAFO";;"EDR";"No TAC";"All areas";47;;;;
"Other regions";"Mackerel";"Scomber spp";"SEAFO";;"MAZ";"No TAC";"All areas";47;;;;
"Other regions";"Horse mackerel";"Trachurus spp";"SEAFO";;"JAX";"No TAC";"All areas";47;;;;
"Other regions";"Alfonsinos";"Beryx spp";"CCAMLR";;"ALF";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Icefish";"Champsocephalus gunnari";"CCAMLR";;"ANI";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Toothfish";"Dissostichus spp Dissostichus eleginoides and Dissostichus mawsoni)";"CCAMLR";;"TOP,TOT";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Krill";"Euphausia superba";"CCAMLR";;"KRI";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Orange roughy";"Hoplostethus atlanticus";"CCAMLR";;"ORY";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Rockcod";"Lepidonotothen spp.";"CCAMLR";;"NOX";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Grenadier";"Macrourus spp.";"CCAMLR";;"GRV";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Skates and rays";"Rajiformes";"CCAMLR";;"SKX";"No TAC";"All areas";"48, 58, 88";;;;
"Other regions";"Deep sea sharks";"All species";"CCAMLR";;"API";"No TAC";"All areas";"48, 58, 88";;;;
