"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"127059";"10-";"10";"27_10";"";"FIDES match (no entries in TAC reg 2021)"
"North-East Atlantic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"107649";"514GRN";"5, 14";"27_5,27_14";"";"FIDES match"
"North-East Atlantic";"Pandalid shrimps";"Pandalus hypsinotus, Pandalus platyceros, Pandalus borealis, Pandalus jordani, Pandalus montagui, Pandalus danae, Pandalus goniurus, Pandalus kessleri, Pandalus nipponensis, Pandalus amplus, Pandalus, Pandalus spp";"ICES";NA;"PYX, PWY, PRA, PJK, AES, DUD, DUJ, DUK, DLN, DLS, PAN";"228004000201, 228004000202, 228004000203, 228004000204, 228004000205, 228004000206, 228004000207, 228004000208, 228004000209, 228004000210";"No TAC";"5, 14";"27_5,27_14";"";""
"North-East Atlantic";"Deepwater rose shrimp";"Parapenaeus longirostris";"ICES";NA;"DPS";"107109";"No TAC";"9a";"27_9_A";"";""
"North-East Atlantic";"Scallop";"Pecten maximus";"ICES";NA;"SCE";"140712";"No TAC";"6, 7";"27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";""
"North-East Atlantic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"126501";"567-,89-,1012-";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Should we add areas 1 II-III and IV? There also other TAC codes looking redundant";"FIDES match"
"North-East Atlantic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"126502";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7BC.";"7bc";"27_7_B,27_7_C";"VIIbc ";"FIDES match"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7DE.";"7e";"27_7_E";"VIIde";"FIDES match but difference with area"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7FG.";"7fg";"27_7_F,27_7_G";"VIIfg";"FIDES match"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"7HJK.";"7h-k";"27_7_H,27_7_J,27_7_K";"VIIhjk";"FIDES match"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"ao�t-11";"8, 9, 10";"27_8,27_9,27_10";"VIII, IX, X, COPACE 34.1.1 (1)";"FIDES match"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"07.";"7";"27_7";"";"FIDES match"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"FIDES match"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"08C.";"8c";"27_8_C";"";"FIDES match"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"126440";"sept-11";"9, 10";"27_9,27_10";"";"FIDES match"
"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"126441";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"126441";"juil-11";"7, 8, 9, 10";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII, VIII, IX, X, COPACE 34.1.1(1)";"FIDES match"
"North-East Atlantic";"Wreckfish";"Polyprion americanus";"ICES";NA;"WRF";"126998";"No TAC";"10";"27_10";"";""
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"67AKXD";"4a, 6";"27_4_A,27_6";"";"FIDES match but difference with area"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"67AKXD";"7a,7fg";"27_7_A,27_7_F,27_7_G";"";"FIDES match but difference with area"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"67AKXD";"7e";"27_7_E";"";"FIDES match but difference with area"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"67AKXD";"6";"27_6";"";"FIDES match but difference with area"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"67AKXD";"7a, 7fg";"27_7_A,27_7_F,27_7_G";"";"FIDES match but difference with area"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"67AKXD";"7e";"27_7_E";"";"FIDES match but difference with area"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"89-C.";"8";"27_8";"";"FIDES match but difference with area"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"No TAC";"10, 12";"27_10,27_12";"";""
"North-East Atlantic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"105711";"67AKXD";"6a, 6b, 7a-c, 7e-k";"27_6_A,27_6_B,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Extra row and FIDES code stands for rays not elsewhere reported"
"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"105885";"07D.";"7e";"27_7_E";"";"FIDES match but difference with area"
"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"105885";"7FG.";"7fg";"27_7_F,27_7_G";"";"FIDES match"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"67AKXD";"6, 7b, 7j";"27_6,27_7_B,27_7_J";"";"FIDES match but difference with area"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"67AKXD";"7a, 7e-h";"27_7_A,,27_7_E,27_7_F,27_7_G,27_7_H";"";"FIDES match but difference with area"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"No TAC";"8";"27_8";"";""
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"No TAC";"9a";"27_9_A";"";""
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"No TAC";"7b, 7j";"27_7_B,27_7_J";"";""
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"07DE.";"7e";"27_7_E";"";"FIDES match"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"8-C.";"8ab";"27_8_A,27_8_B";"";"FIDES match"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"8-C.";"8c";"27_8_C";"";"FIDES match"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"9-C.";"9a";"27_9_A";"";"FIDES match"
"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"127144";"5-14GL";"5a, 14";"27_5_A,27_14";"Greenland zone: V & XIV";"FIDES match"
"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"127144";"2A-C46";"5b, 6";"27_5_B,27_6";"EU waters of IIa and VI. In VI";"FIDES match but difference with area"
"North-East Atlantic";"White skate";"Raja alba";"ICES";NA;"RJA";"217404";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"105711";"89-C.";"8, 9c";"28_7_8,27_9_C";"";"Extra row and FIDES code stands for rays not elsewhere reported"
"North-East Atlantic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"127186";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"127187";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"126421";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";""
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"126421";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";""
"North-East Atlantic";"Spanish mackerel";"Scomber colias";"ICES";NA;"VMA";"151174";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"";""
"North-East Atlantic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"127023";"2CX14-,8C3411";"5, 6, 7, 8, 9";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"VI, VII, VIIIabde, EC waters of Vb,  international waters of Iia, XII and XIV";"FIDES match but difference with area"
"North-East Atlantic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"127149";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"127150";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"105814";"No TAC";"6, 7a-c, 7e-j";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J";"";""
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"105814";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";""
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"105814";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";""
"North-East Atlantic";"Greater spotted dogfish";"Scyliorhinus stellaris";"ICES";NA;"SYT";"105815";"No TAC";"6, 7";"27_6,27_7";"";""
"North-East Atlantic";"Knifetooth dogfish";"Scymnodon ringens";"ICES";NA;"SYR";"105918";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"127254";"No TAC";"5, 12, 14 (shallow pelagic)";"27_5,27_12,27_14";"";""
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"127254";"No TAC";"5, 12, 14 (deep pelagic)";"27_5,27_12,27_14";"";""
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"127254";"No TAC";"5, 14 (demersal) ";"27_5,27_12,27_14";"";""
"North-East Atlantic";"Golden Redfish";"Sebastes norvegicus";"ICES";NA;"REG";"151324";"No TAC";"5, 14";"27_5,27_14";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";""
"North-East Atlantic";"Cuttlefish";"Sepia officinalis";"ICES";NA;"CTC";"141444";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"07A.";"7a";"27_7_A";"";"FIDES match"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7BC.";"7bc";"27_7_B,27_7_C";"";"FIDES match"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7E.";"7e";"27_7_E";"";"FIDES match"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7FG.";"7fg";"27_7_F,27_7_G";"";"FIDES match"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"7HJK.";"7hjk";"27_7_H,27_7_J,27_7_K";"";"FIDES match"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"8AB.";"8ab";"27_8_A,27_8_B";"";"FIDES match"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"No TAC";"8cde, 9, 10";"27_8_C,27_8_D,27_8_E,27_9,27_10";"";""
"North-East Atlantic";"Greenland skark";"Somniosus microcephalus";"ICES";NA;"GSK";"105919";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Porgies, seabreams nei";"Sparidae";"ICES";NA;"SBX";"125564";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"105923";"15X14";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Mediterranean horse mackerel";"Trachurus mediterraneus";"ICES";NA;"HMM";"126820";"No TAC";"8, 9";"27_8,27_9";"";""
"North-East Atlantic";"Blue jack mackerel";"Trachurus picturatus";"ICES";NA;"JAA";"126821";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"TAC = Jack + horse mackerel nei?";""
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"126822";"2A-14";"4a, 5b, 6a, 7a-c, 7e-k, 8";"27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match but difference with area"
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"126822";"09.";"9a";"27_9_A";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match but difference with area"
"North-East Atlantic";"Pouting";"Trisopterus esmarkii, Trisopterus minutus, Trisopterus luscus, Trisopterus, Trisopterus spp";"ICES";NA;"NOP, POD, BIB, XOD";"148004003201, 148004003202, 148004003203";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"127427";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"Mediterranean and Black Sea";"Pontic shad";"Alosa immaculata";"GFCM";NA;"SHC";"272251";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"European Eel";"Anguilla anguilla";"GFCM";NA;"ELE";"126281";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Transparent gobid";"Aphia minuta";"GFCM";NA;"FIM";"126868";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"Giant red shrimp";"Aristaeomorpha foliacea";"GFCM";NA;"ARS";"158326";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Red shrimp";"Aristeus antennatus";"GFCM";NA;"ARA";"107083";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Sand smelt";"Atherina boyeri, Atherina hepsetus, Atherina presbyter, Atherina breviceps, Atherina lopeziana, Atherina, Atherina spp";"GFCM";NA;"ATB, AHH, ATP, ATQ, AZV, AVX";"163002000301, 163002000302, 163002000303, 163002000304, 163002000305";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"Bogue";"Boops boops";"GFCM";NA;"BOG";"127047";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Blue crab";"Callinectes sapidus";"GFCM";NA;"CRB";"107379";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"Striped Venus clam";"Chamelea gallina";"GFCM";NA;"SVE";"141907";"No TAC";"GSAs 17-18";"37_2_1";"";""
"Mediterranean and Black Sea";"Sardinia coral";"Corallium rubrum";"GFCM";NA;"COL";"125416";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Dolphinfish";"Coryphaena hippurus";"GFCM";NA;"DOL";"126846";"No TAC";"GSAs 12-27";"37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Sea bass";"Dicentrarchus labrax";"GFCM";NA;"BSS";"126975";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Annular seabream";"Diplodus annularis";"GFCM";NA;"ANN";"127049";"No TAC";"GSAs 12-16, 19-21";"37_2_2";"";""
"Mediterranean and Black Sea";"Horned/curled octopus";"Eledone cirrhosa";"GFCM";NA;"EOI";"140600";"No TAC";"GSAs 1-23";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";""
"Mediterranean and Black Sea";"Musky octopus";"Eledone moschata";"GFCM";NA;"EDT";"140601";"No TAC";"GSAs 8-23";"37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";""
"Mediterranean and Black Sea";"Anchovy";"Engraulis encrasicolus";"GFCM";NA;"ANE";"126426";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Grey gurnard";"Eutrigla gurnardus";"GFCM";NA;"GUG";"150637";"No TAC";"GSAs 13-16, 18-23";"37_2_2,37_3_1";"";""
"Mediterranean and Black Sea";"Blackmouth catshark";"Galeus melastomus";"GFCM";NA;"SHO";"105812";"No TAC";"GSAs 1-11";"37_1_1";"";""
"Mediterranean and Black Sea";"Todarodes flying squids nei";"Todarodes sagittatus, Todarodes filippovae, Todarodes pacificus, Todarodes angolensis, Todarodes, Todarodes spp";"GFCM";NA;"SQE, TFP, SQJ, SQG, QSX";"321005005801, 321005005802, 321005005803, 321005005804";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Shortfin squids ne";"Illex illecebrosus, Illex coindetii, Illex argentinus, Illex oxygonius, Illex, Illex spp";"GFCM";NA;"SQI, SQM, SQA, IXO, ILL";"321005001001, 321005001002, 321005001003, 321005001005";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Silver-cheeked toadfish";"Lagocephalus sceleratus";"GFCM";NA;"LFZ";"219954";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Common squid";"Loligo vulgaris";"GFCM";NA;"SQR";"140271";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Black-bellied angler";"Lophius budegassa";"GFCM";NA;"ANK";"126554";"No TAC";"GSAs 1-16, 19-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"Anglerfish";"Lophius piscatorius";"GFCM";NA;"MON";"126555";"No TAC";"GSAs 1-16, 18-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"Whiting";"Merlangius merlangus";"GFCM";NA;"WHG";"126438";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Hake";"Merluccius merluccius";"GFCM";NA;"HKE";"126484";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Blue whiting";"Micromesistius poutassou";"GFCM";NA;"WHB";"126439";"No TAC";"GSAs 1-11, 22-23";"37_1_1,37_3_1";"";""
"Mediterranean and Black Sea";"Grey mullets";"Mugilidae";"GFCM";NA;"MGS";"125546";"No TAC";"GSAs 8-10, 11.2, 12-23";"37_1_3,37_2_1,37_2_2,37_3_1";"";""
"Mediterranean and Black Sea";"Red mullet";"Mullus barbatus";"GFCM";NA;"MUT";"126985";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Striped red mullet";"Mullus surmuletus";"GFCM";NA;"MUR";"126986";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";""
"Mediterranean and Black Sea";"Norway lobster";"Nephrops norvegicus";"GFCM";NA;"NEP";"107254";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";""
"Mediterranean and Black Sea";"Common octopus";"Octopus vulgaris";"GFCM";NA;"OCC";"140605";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Blackspot seabream";"Pagellus bogaraveo";"GFCM";NA;"SBR";"127059";"No TAC";"GSAs 1-11";"37_1_1";"";""
"Mediterranean and Black Sea";"Common pandora";"Pagellus erythrinus";"GFCM";NA;"PAC";"127060";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Caramote prawn";"Penaeus kerathurus";"GFCM";NA;"TGS";"246388";"No TAC";"GSAs 22-23";"37_3_1";"";""
"Mediterranean and Black Sea";"Deepwater rose shrimp";"Parapenaeus longirostris";"GFCM";NA;"DPS";"107109";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Blue crab";"Portunus segnis";"GFCM";NA;"QSO";"1061760";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"Devil firefish";"Pterois miles";"GFCM";NA;"UHQ";"218077";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Mediterranean starry ray";"Raja asterias";"GFCM";NA;"JRS";"105881";"No TAC";"GSAs 1-11";"37_1_1";"";""
"Mediterranean and Black Sea";"Thornback ray";"Raja clavata";"GFCM";NA;"RJC";"105883";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"Rapa whelk";"Rapana venosa";"GFCM";NA;"RPW";"140416";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Sardine";"Sardina pilchardus";"GFCM";NA;"PIL";"126421";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Round sardinella";"Sardinella aurita";"GFCM";NA;"SAA";"126422";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";""
"Mediterranean and Black Sea";"Lizardfish";"Saurida lessepsianus";"GFCM";NA;"SZX";"932880";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Brushtooth lizardfish";"Saurida undosquamis";"GFCM";NA;"LIB";"126371";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Turbot";"Scophthalmus maximus";"GFCM";NA;"TUR";"127149";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"Black Sea (Division 37.4.2) - EU waters";"FIDES match"
"Mediterranean and Black Sea";"Atlantic chub mackerel";"Scomber colias";"GFCM";NA;"VMA";"151174";"No TAC";"GSAs 1-11, 22-27";"37_1_1,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Mackerel";"Scomber scombrus";"GFCM";NA;"MAC";"127023";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";""
"Mediterranean and Black Sea";"All commercial sharks, rays and skates";"Selachii, Rajidae";"GFCM";NA;"SRX";NA;"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Cuttlefish";"Sepia officinalis";"GFCM";NA;"CTC";"141444";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";""
"Mediterranean and Black Sea";"Dusky spinefoot";"Siganus luridus";"GFCM";NA;"IGU";"127044";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";""
